id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
1835,4,2,9,23,45,2015/7/4 9:15,1,1991,1,1,1,4,,4,2007,40000,1,,258,0,1,0,0,0,0,0,0,0,,170,126,4,5,5,1,1,1,1,2,4,5,1,1,5,2,5,5,3,1,4,4,5,3,1,2,4,1,3,7,1,2,6,1,6,5,1,2,8,1,4,1,1,2,2,120000,4,3,3,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1963,3,1,1,1968,3,1,1,2,1,3,2,100000,5,2,2,2,5,5,2,5,2,2,2,2,1,5,60,60,30,30,60,60,80,80,80
1836,4,2,17,50,83,2015/7/27 18:48,1,1950,1,1,1,3,,2,,3000,1,,150,0,1,0,0,0,0,0,0,0,,172,140,5,4,5,1,1,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,3,5,4,4,1,1,1,1,2,3,3,3,2,4,,,,,1,1,2,2,3000,1,3,2,2,0,1,0,0,0,0,0,0,0,,1,0,0,1,,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,2,4,2,6000,3,3,3,3,5,3,3,3,3,3,3,3,3,4,60,65,63,72,64,68,69,70,72
1837,4,1,4,7,14,2015/10/16 16:30,1,1940,1,1,1,7,,4,1987,48000,4,1964,56.3,0,0,1,0,0,0,0,0,0,,158,108,4,5,5,5,2,4,4,4,4,1,1,1,5,2,2,5,4,5,5,2,4,5,5,3,3,4,2,2,2,2,3,4,3,2,5,,,,,1,2,2,2,96000,2,2,1,2,0,0,0,1,0,0,0,0,0,,1,1,0,3,1969,1939,1969,9,4,5,48000,5,,,1900,1,1,2,1902,1,1,2,3,1,4,2,96000,4,4,4,4,5,4,4,4,3,3,-8,4,3,3,70,80,80,80,70,80,70,70,80
1838,4,2,16,44,75,2015/7/25 9:47,2,1992,1,1,1,11,,1,-1,0,2,,130,0,0,0,0,0,0,0,1,0,,160,110,5,4,4,1,1,2,4,2,5,5,5,1,4,3,1,1,4,3,1,3,5,5,1,3,3,5,5,3,1,4,5,2,5,2,6,,,,,1,2,2,2,20000,5,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1937,1,1,2,1942,1,1,2,2,1,4,-8,100000,4,4,4,4,4,3,3,4,4,3,3,3,3,5,70,70,70,80,60,60,70,80,80
1839,2,2,23,68,108,2015/7/9 7:25,2,1946,1,1,1,3,,4,1962,6500,1,,25,0,0,1,1,0,0,0,0,0,,156,90,2,3,3,1,1,1,1,1,2,1,1,1,5,3,5,5,4,5,5,5,5,2,5,2,2,1,5,7,2,3,5,7,5,1,3,,,,,1,1,2,2,30000,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,2,0,3,1964,1944,1964,4,1,1,6000,3,,,1924,1,4,1,1916,1,1,2,2,3,1,1,6000,5,5,5,1,4,-8,2,-8,5,-8,5,5,1,2,70,80,50,50,50,60,70,-2,50
1840,4,1,1,1,4,2015/8/31 14:53,1,1984,1,1,1,10,,4,2006,48000,1,,43,0,1,0,0,0,0,0,0,0,,183,150,4,4,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,1,3,3,3,7,3,2,4,5,5,5,5,1,6,9,1,2,1,1,2,2,48000,1,3,1,2,0,0,1,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1954,10,4,6,1955,7,4,6,2,2,3,2,200000,3,3,3,3,4,4,3,4,3,3,3,3,2,3,90,85,85,85,85,85,85,85,85
1841,4,1,21,61,97,2015/7/19 11:28,2,1993,1,1,1,4,,4,2009,-2,1,,200,0,0,0,0,0,0,0,0,1,,155,105,5,5,5,2,1,1,1,1,2,2,1,2,5,5,5,5,5,5,5,2,5,5,1,1,1,1,,,1,4,3,3,3,3,1,7,5,1,4,1,2,2,2,-2,6,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,3,2015,1987,2015,4,1,2,-2,1,7,1,1970,3,1,9,1972,3,1,9,3,1,4,2,200000,3,3,3,3,4,-8,2,4,4,-8,-8,-8,1,4,60,70,20,50,60,50,40,50,60
1842,4,2,17,50,83,2015/7/27 19:23,2,1986,1,1,1,4,,4,2002,0,1,,234,0,0,1,0,0,0,0,0,0,,170,130,5,5,5,1,1,2,2,1,5,4,1,1,5,2,4,5,3,3,1,4,5,4,2,2,4,2,2,3,1,1,5,2,7,1,3,,,,,1,1,2,2,30000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,2,3,2007,1985,2007,4,1,1,30000,1,3,1,1950,4,1,2,1952,1,1,16,2,2,3,-8,50000,5,4,4,4,4,4,3,4,-8,-8,-8,-8,1,4,70,70,80,90,60,60,60,60,60
1843,5,1,15,40,71,2015/7/10 18:36,1,1960,1,1,1,4,,4,-2,30000,1,,61,0,1,0,0,0,0,0,0,0,,174,135,5,5,5,4,1,1,1,1,5,1,1,1,5,5,5,5,5,4,5,5,5,5,5,1,4,1,,,1,2,6,7,5,2,1,3,30,1,3,1,1,2,2,50000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1993,1968,1993,4,1,4,20000,1,3,1,1935,3,1,2,-2,2,1,2,3,2,4,3,50000,3,4,5,3,5,4,3,-8,2,3,-8,3,1,4,100,50,40,60,60,60,50,50,60
1844,4,2,9,22,44,2015/7/5 11:19,1,1960,1,1,1,3,,2,,20000,1,,100,0,1,1,0,0,0,0,0,0,,172,128,5,5,4,1,1,2,1,1,4,1,1,1,5,5,3,5,4,4,5,5,5,5,5,3,3,2,3,3,4,3,7,6,8,5,1,5,10,2,3,1,1,2,2,30000,4,4,2,2,0,1,0,0,0,0,0,0,0,,2,0,1,3,1985,1960,1985,3,1,1,0,4,,,-2,3,4,2,-2,1,1,2,2,1,3,3,50000,5,5,5,5,5,3,3,3,2,-8,-8,-8,1,3,80,70,70,80,70,80,70,60,70
1845,3,1,17,50,83,2015/7/25 8:46,1,1976,1,1,1,10,,4,1996,20000,1,,220,0,1,0,0,0,0,0,0,0,,186,205,2,4,4,2,1,3,2,1,4,4,1,1,5,3,4,5,4,4,3,4,5,5,1,3,3,3,3,3,1,2,6,7,-8,8,1,2,1,1,4,1,2,2,2,20000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,6,1999,,,,,,,,,,1953,4,1,9,1952,3,1,9,3,3,4,3,100000,5,3,4,3,5,4,4,4,4,4,-8,-8,2,4,60,40,50,60,0,50,80,40,60
1846,5,1,21,64,101,2015/7/16 10:33,1,1937,1,0,1,7,,4,-2,30000,1,,85,0,1,0,0,0,0,0,0,0,,172,130,4,3,4,4,1,4,1,3,5,1,1,1,5,3,1,5,4,4,5,5,5,5,5,2,3,1,3,4,1,4,1,1,1,1,5,,,,,1,1,2,2,30000,2,4,1,2,0,1,0,0,0,0,0,0,0,,2,4,0,3,1957,1941,1957,1,1,4,0,6,,,-2,1,1,2,-2,1,1,2,2,1,4,-8,30000,4,3,-8,-8,4,4,3,4,3,-8,-8,3,3,4,80,80,75,70,80,80,80,80,80
1847,4,1,1,1,4,2015/9/1 9:33,1,1990,1,1,1,9,,4,2006,67200,2,,43.8,0,1,0,0,1,0,0,0,0,,182,160,5,5,5,2,1,1,1,1,2,5,5,5,4,5,5,4,3,3,5,2,2,5,1,4,3,3,3,3,4,3,5,5,5,5,1,3,7,1,2,1,2,2,2,67200,1,3,2,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1964,4,1,1,1968,4,1,1,2,2,3,2,200000,5,1,2,2,3,3,1,2,1,2,2,2,1,3,70,80,90,90,80,80,70,80,80
1848,4,1,29,82,125,2015/7/20 8:38,1,1949,1,1,1,1,,,,20000,1,,130,0,0,0,1,0,0,0,0,0,,168,125,4,4,4,1,2,1,1,2,5,1,1,1,5,3,5,5,3,4,5,1,5,5,5,2,5,1,7,6,1,2,-8,-8,-8,-8,4,,,,,1,1,2,2,60000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,-2,1953,-2,1,1,1,0,4,,,-2,1,1,2,-2,1,1,2,3,2,3,2,-3,2,3,5,5,5,-8,3,-8,3,-8,-8,-8,1,1,90,90,80,90,-2,90,90,90,90
1849,3,1,16,45,76,2015/7/26 13:12,2,1969,1,1,1,3,,2,,0,1,,90,0,0,1,0,0,0,0,0,0,,150,92,3,4,4,1,2,1,1,1,4,1,1,1,5,1,5,5,4,5,1,4,5,2,5,4,4,1,1,7,1,4,5,4,6,3,6,,,,,1,2,2,2,50000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,2,3,1990,1967,1990,6,1,1,50000,1,5,1,-2,1,1,2,1944,1,1,2,2,2,4,2,80000,2,1,2,1,4,4,3,3,3,3,-8,-8,2,4,80,60,60,60,50,80,60,80,80
1850,4,1,1,1,4,2015/9/7 9:25,2,1957,1,1,1,6,,4,1976,39600,1,,91,0,0,1,0,0,0,0,0,0,,160,120,3,4,4,5,1,4,4,4,4,3,1,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,1,4,6,5,-8,4,5,,,,,1,1,1,2,139200,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,1985,1956,1985,10,1,5,39600,1,3,1,1932,6,1,1,1932,4,1,16,2,2,4,2,60000,5,4,3,3,5,4,3,5,2,3,3,4,2,4,70,75,60,70,70,70,70,80,80
1851,4,1,1,1,3,2015/8/24 9:23,1,1939,1,1,1,4,,4,-2,41700,1,,15,0,1,0,0,0,0,0,0,0,,178,138,4,5,3,2,1,4,3,2,5,1,1,1,5,4,1,5,3,4,5,2,5,5,5,3,4,2,1,4,1,4,5,4,5,3,5,,,,,1,1,2,2,101700,2,3,1,2,0,0,1,0,0,0,0,0,0,,2,0,0,3,1959,1942,1959,7,1,2,60000,1,-8,-8,-2,3,1,-8,1911,3,1,-8,2,2,3,2,60000,4,3,3,3,4,3,3,4,3,3,3,4,2,1,65,65,65,65,70,70,60,70,70
1852,4,1,21,63,99,2015/7/16 17:58,2,1997,1,1,1,6,,4,2015,0,2,,80,0,0,0,0,1,0,0,0,0,,160,90,5,4,4,5,1,2,2,2,4,4,1,4,4,3,3,5,4,5,2,2,5,5,2,4,3,5,6,6,1,3,1,1,-8,1,1,3,-1,2,3,1,-1,2,2,24000,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1972,4,1,1,1972,7,1,1,3,2,4,2,-3,4,-8,-8,-8,4,4,3,4,-8,-8,-8,5,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
1853,4,1,10,27,49,2015/7/25 18:03,2,1977,1,1,1,8,,4,1995,25000,1,,60,0,0,1,0,0,0,0,0,0,,155,110,4,5,4,2,3,3,3,1,5,4,5,1,5,4,2,5,4,3,1,2,5,5,2,3,4,1,7,3,3,3,1,1,1,5,1,3,20,1,3,1,1,2,2,50000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2001,1975,2001,11,1,2,25000,1,3,1,1935,1,1,1,1941,1,1,9,2,2,5,4,35000,4,4,-8,-8,5,4,4,5,4,4,-8,4,1,4,60,30,30,0,40,50,60,60,60
1854,4,1,12,32,56,2015/7/29 13:22,2,1922,1,1,1,1,,,,4000,1,,75,0,0,0,1,0,0,0,0,0,,158,80,3,3,4,4,2,1,1,3,4,1,1,1,5,5,5,5,3,4,5,5,5,5,5,2,2,1,7,7,1,2,3,3,-8,2,4,,,,,1,1,2,2,20000,2,2,0,2,0,1,0,0,0,0,0,0,0,,2,3,0,7,-2,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,2,3,-8,40000,5,4,4,4,5,4,4,5,3,3,-8,3,1,4,60,50,80,60,40,40,30,50,70
1855,4,2,18,54,88,2015/7/12 12:58,1,1971,1,1,1,4,,4,1987,0,1,,70,0,1,0,0,0,0,0,0,0,,168,114,5,5,4,1,3,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,2,4,1,6,6,1,3,5,5,5,1,2,,,,,1,1,2,2,0,4,1,1,2,0,1,0,0,0,0,0,0,0,,0,3,3,3,2000,1976,2000,3,1,1,0,1,5,1,-2,3,1,2,-2,1,1,2,3,2,3,4,30000,3,3,4,4,4,3,3,3,3,3,3,3,3,1,10,100,80,80,60,80,60,60,40
1856,4,2,19,57,92,2015/7/19 11:03,1,1995,1,1,1,11,,4,2012,-3,1,,120,0,0,0,0,0,0,0,1,0,,170,110,4,4,4,1,1,3,3,3,1,5,2,5,3,4,3,5,3,3,4,2,5,5,2,3,3,3,1,1,1,2,5,5,5,5,1,3,3,1,2,1,1,2,2,-2,5,3,1,1,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1968,4,1,1,1971,3,1,1,2,1,4,2,-2,4,4,4,4,4,4,4,4,4,-8,-8,-8,3,4,60,60,60,60,60,60,60,60,60
1857,2,1,4,7,18,2015/10/3 16:08,1,1962,1,1,1,3,,4,-2,0,1,,160,0,1,0,0,0,0,0,0,0,,170,140,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,4,4,5,2,5,5,5,2,5,1,4,3,1,4,2,1,4,2,4,,,,,1,2,2,2,50000,4,1,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1984,1969,1984,3,1,1,0,4,,,-2,-8,1,2,-2,1,1,2,3,1,4,3,60000,4,4,4,4,5,4,3,4,4,4,-8,4,2,5,80,70,70,80,78,80,80,89,80
1858,5,1,31,87,131,2015/8/20 9:08,1,1981,1,1,1,4,,4,1998,40000,1,,60,0,0,0,0,1,0,0,0,0,,180,260,2,5,2,2,1,3,1,1,3,4,2,1,5,1,2,3,3,2,2,2,5,5,1,2,2,1,7,3,2,3,2,1,3,1,1,2,16,1,1,1,2,1,2,200000,3,2,2,1,0,1,0,0,0,0,0,0,0,,1,0,1,3,2005,1990,2005,4,1,1,10000,5,,,1956,7,1,9,1955,7,1,9,2,1,2,2,1.00E+06,2,2,5,5,4,1,1,5,1,1,1,1,1,2,10,0,-2,0,0,2,0,0,0
1859,4,1,23,69,109,2015/9/25 9:39,2,1970,1,1,1,4,,2,1983,5000,1,,40,0,1,1,0,0,0,0,0,0,,160,120,2,2,2,1,1,1,1,1,4,4,4,1,5,3,5,4,4,4,1,1,4,4,1,3,3,1,1,6,1,4,5,5,8,3,1,2,20,1,4,1,2,2,1,10000,4,2,1,1,0,1,0,0,0,0,0,0,0,,1,1,1,3,1993,1970,1993,4,1,1,5000,3,,,1932,3,1,2,1930,1,1,2,3,3,4,3,100000,4,5,5,5,4,4,2,3,2,4,4,4,2,5,80,80,40,50,50,50,80,50,30
1860,3,1,27,80,120,2015/7/30 17:55,2,1973,1,1,1,4,,4,1989,20000,1,,63,0,0,0,0,1,0,0,0,0,,160,145,3,5,3,2,1,1,1,1,3,3,3,2,5,4,5,5,4,5,5,2,5,5,2,1,3,1,,,1,3,2,2,1,5,1,3,25,1,3,1,1,2,2,20000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,6,-3,,,,,,,,,,1947,4,1,1,1951,4,1,1,3,2,4,2,40000,4,4,-8,-8,4,4,4,3,2,1,-8,2,1,2,30,40,50,50,50,50,60,60,60
1861,2,2,8,19,41,2015/8/2 15:28,1,1994,4,0,8,6,,4,2015,-1,2,,147,0,0,0,0,1,0,0,0,0,,178,125,5,5,3,1,1,2,1,2,4,4,2,1,5,3,3,4,4,4,2,1,3,5,3,2,3,5,5,4,3,2,5,5,5,2,6,,,,,1,-1,2,-1,100000,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1965,4,1,3,1967,3,1,15,2,1,3,-8,100000,5,4,5,4,5,3,2,4,4,3,4,3,1,5,50,40,30,50,50,50,60,50,50
1862,5,1,24,72,112,2015/7/29 16:06,2,1965,1,1,1,4,,4,-2,30000,1,,200,0,0,0,0,0,0,0,0,1,,160,120,5,4,5,2,3,4,2,2,5,5,4,1,4,4,4,5,4,5,2,3,5,1,1,1,4,4,,,1,5,4,5,6,5,1,3,10,1,3,1,1,1,1,100000,2,3,1,2,1,0,0,0,0,0,0,0,0,,1,0,0,6,1986,,,,,,,,,,1945,4,1,2,1945,3,1,2,2,1,3,2,40000,3,3,4,4,4,-8,3,3,4,-8,-8,4,1,3,80,80,60,65,70,90,75,70,80
1863,4,2,2,5,12,2015/8/8 10:33,2,1946,1,1,1,1,,,,0,1,,100,0,0,0,1,0,0,0,0,0,,145,80,2,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,3,2,5,3,5,3,5,2,2,1,2,2,1,4,3,3,3,2,5,,,,,1,1,2,2,20000,5,1,1,2,0,1,0,0,0,0,0,0,0,,2,1,0,3,1969,1942,1969,1,1,1,0,4,,,1916,1,1,2,1920,1,1,2,3,1,4,3,10000,4,2,2,2,4,4,2,-8,-8,-8,-8,-8,1,4,-2,80,-2,-2,-2,70,-2,-2,-2
1864,5,1,31,86,129,2015/8/20 16:24,2,1951,1,1,1,4,,2,-2,660,1,,46,0,1,0,0,0,0,0,0,0,,153,110,5,5,3,2,1,1,1,1,5,3,1,1,5,1,5,2,5,3,1,1,5,5,3,2,2,1,5,7,1,5,5,4,6,2,5,,,,,1,1,2,2,40000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,-2,1950,-2,9,1,2,20000,5,,,-2,1,1,12,-2,1,1,15,2,1,4,2,30000,3,2,3,3,4,3,2,3,3,4,-8,3,1,3,80,80,60,60,-2,80,80,100,60
1865,3,1,22,66,105,2015/7/11 10:35,2,1978,1,1,1,6,,2,1992,50000,1,,100,0,0,0,0,0,0,0,0,1,,162,110,4,5,5,1,2,1,1,1,3,3,1,2,5,3,5,5,4,3,2,5,5,5,2,3,2,1,2,2,2,3,5,5,-8,3,1,2,23,1,4,1,2,2,2,40000,6,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,2,3,1998,1976,1998,3,1,1,40000,1,2,1,1953,6,1,16,1953,3,1,2,2,2,3,3,-2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,70,80,60,70,60,80,80,80,60
1866,4,2,29,83,126,2015/7/21 10:11,2,1940,1,1,1,1,,,,1000,1,,20,0,0,0,1,0,0,0,0,0,,160,140,3,2,4,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,7,1,4,3,2,4,2,4,,,,,1,1,2,2,60000,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,7,1957,,,,,,,,,,-2,1,1,2,-2,-8,1,2,2,1,5,1,-2,5,5,5,5,5,-8,5,-8,-8,-8,-8,-8,5,4,90,90,90,90,90,90,90,90,90
1867,4,2,13,36,66,2015/9/22 15:22,1,1989,8,1,1,4,,4,2006,7000,1,,230,0,0,0,0,1,0,0,0,0,,165,130,3,5,3,1,1,1,1,1,4,3,1,2,5,3,5,3,4,4,2,4,4,5,2,2,2,2,3,4,1,2,5,3,8,3,3,,,,,1,2,2,2,8000,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1964,4,4,2,1964,3,1,2,3,1,3,3,30000,4,3,3,3,4,4,3,3,3,3,3,4,3,3,50,50,50,50,50,50,50,50,50
1868,5,2,23,68,108,2015/10/2 17:10,1,1956,1,1,1,3,,4,1971,3000,1,,140,0,1,0,0,0,0,0,0,0,,170,120,5,5,5,1,1,1,1,1,5,1,-8,1,5,4,5,5,5,5,5,5,5,5,5,2,2,1,2,7,1,4,7,1,8,3,3,,,,,1,1,2,2,-2,1,3,1,1,1,0,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1915,1,1,2,1921,1,1,2,2,1,5,1,3000,5,5,5,5,4,4,5,4,4,-8,-8,4,2,5,100,100,100,100,90,100,80,100,50
1869,4,2,22,67,107,2015/7/5 10:50,1,1948,1,1,1,3,,4,1965,2000,1,,150,0,1,1,0,0,0,0,0,0,,158,102,4,4,5,1,1,3,2,4,5,3,2,1,4,4,2,4,5,2,2,3,4,1,4,5,5,3,4,5,2,4,4,5,6,3,2,,,,,1,1,2,2,18000,3,2,1,2,0,0,0,0,0,0,0,0,0,活期储蓄,1,2,0,3,1974,1953,1953,3,1,1,12000,1,3,1,1915,1,1,2,-2,1,1,2,3,1,5,3,40000,4,2,3,2,5,4,2,4,2,4,-8,1,1,2,80,90,60,90,75,95,100,60,75
1870,3,1,1,1,4,2015/9/26 8:42,2,1976,1,1,1,12,,4,2000,80000,1,,79,0,0,0,0,0,0,0,0,1,,160,96,4,4,4,2,3,2,2,2,3,5,1,3,3,2,3,4,4,3,5,3,5,5,5,2,2,2,3,3,2,3,7,6,8,6,1,3,15,1,3,1,1,1,1,80000,1,3,1,2,0,0,1,1,0,0,0,0,0,,0,0,,6,2005,,,,,,,,,,1951,4,1,2,1953,3,1,9,2,2,3,2,120000,3,3,2,2,3,3,2,1,1,1,1,1,1,3,80,80,80,80,80,80,80,80,80
1871,3,2,6,13,29,2015/8/6 10:06,2,1953,1,1,1,3,,2,,10000,1,,150,0,0,1,0,0,0,0,0,0,,155,125,2,2,3,1,1,1,1,2,3,1,1,2,5,3,5,5,4,4,5,3,5,3,5,3,3,1,2,2,4,3,4,3,4,3,3,,,,,1,2,2,2,20000,3,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,3,1974,1952,1974,3,1,1,10000,3,,,-2,1,1,2,-2,1,1,2,2,1,3,3,30000,4,4,4,4,4,4,2,4,4,4,4,4,2,3,60,60,60,60,60,60,60,60,60
1872,4,2,21,61,97,2015/7/16 14:24,1,1963,1,1,1,4,,4,1979,25000,2,,190,0,1,0,0,0,0,0,0,0,,171,138,4,3,5,1,1,1,1,1,4,1,1,1,5,5,5,5,4,4,4,5,5,5,5,2,3,1,7,6,2,3,4,6,1,1,1,5,35,1,3,1,1,2,2,35000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1986,1965,1986,4,1,1,10000,3,,,-2,1,1,2,-2,1,1,2,3,2,3,1,75000,5,4,4,4,5,5,3,5,3,-8,-8,-8,1,5,90,93,60,93,60,80,50,100,90
1873,1,1,1,1,3,2015/8/18 14:12,2,1933,1,0,8,3,,4,-2,40000,1,,40,0,1,0,0,0,0,0,0,0,,150,125,2,-8,2,2,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,4,1,,,1,-8,2,1,1,2,5,,,,,1,1,2,2,40000,2,2,1,2,1,0,0,0,0,0,0,0,0,,2,2,1,7,-3,,,,,,,,,,-3,-8,-8,-8,-3,3,1,-8,3,-8,3,-8,-3,4,3,4,3,5,3,3,3,2,3,-8,-8,1,5,90,100,80,80,50,80,90,80,80
1874,4,2,17,50,83,2015/7/26 15:25,1,1967,1,1,1,4,,4,1984,8000,1,,290,0,0,1,0,0,0,0,0,0,,158,119,4,4,4,1,1,3,2,2,4,1,1,2,5,4,3,5,4,4,5,1,5,-8,5,4,3,3,2,2,1,1,4,3,-8,2,1,3,30,1,3,1,1,2,2,10000,3,4,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1983,1969,1983,3,1,1,4000,5,,,1944,3,1,-8,1944,1,1,2,2,1,4,2,15000,5,5,5,5,5,3,2,2,1,-8,-8,-8,1,5,0,70,70,40,0,70,70,70,70
1875,4,2,16,45,76,2015/7/24 13:39,1,1996,1,1,1,4,,4,2003,-2,1,,100,0,0,0,0,1,0,0,0,0,,171,130,3,5,5,1,1,2,2,2,4,5,5,1,4,3,4,5,4,4,1,1,5,5,1,3,3,3,2,3,2,3,4,1,10,7,5,,,,,1,2,2,2,20000,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1968,3,4,1,1970,3,1,2,3,1,3,3,100000,3,2,4,3,5,3,1,4,2,3,1,3,1,3,50,20,0,0,0,0,0,30,20
1876,4,1,1,1,3,2015/9/1 15:10,1,1949,1,1,1,4,,4,1968,33000,1,,43,0,1,0,0,0,0,0,0,0,,178,140,3,5,5,2,1,2,2,1,5,3,1,1,4,4,5,5,4,4,1,1,5,5,4,1,5,1,,,3,2,5,5,5,5,5,,,,,1,-1,2,1,100000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1980,1952,1980,6,1,2,33000,5,,,-2,9,1,6,-2,4,1,15,2,1,3,-8,60000,3,3,-8,-8,3,3,3,3,3,3,3,3,-8,2,80,80,80,70,70,70,80,70,70
1877,4,1,1,1,3,2015/9/16 13:56,1,1978,1,1,1,9,,4,-3,23000,1,,87,0,0,0,0,0,0,0,1,0,,178,150,5,5,4,2,1,3,3,4,2,4,3,2,5,5,3,5,4,4,1,3,4,5,1,3,3,2,6,4,4,2,2,3,4,4,1,3,7,1,3,1,1,2,2,50000,5,2,1,2,0,0,1,0,0,0,0,0,0,,1,0,1,3,2004,1975,2004,6,1,2,27000,1,4,1,-3,-8,1,1,-3,-8,1,1,3,3,4,3,50000,4,5,5,5,4,4,5,4,5,5,5,5,3,3,60,60,60,65,70,80,80,70,70
1878,4,1,6,13,29,2015/8/5 16:23,1,1969,1,1,1,10,,4,-2,100000,1,,140,0,1,0,0,0,0,0,0,0,,170,140,3,3,3,1,2,3,3,3,4,4,3,3,5,3,4,5,4,4,4,4,5,5,1,3,3,2,3,4,2,4,5,4,5,3,1,3,20,1,3,1,1,2,2,150000,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,1994,1970,1994,10,1,1,5000,5,,,-2,1,1,2,1950,1,1,2,2,1,4,2,200000,4,4,4,4,4,3,3,4,4,3,3,3,3,4,60,60,60,60,60,60,60,60,60
1879,3,1,6,15,31,2015/8/11 8:36,1,1975,1,1,1,4,,2,-1,110000,1,,55,0,0,0,0,0,0,0,0,1,,173,141,3,4,4,1,1,3,2,2,4,1,1,1,4,3,3,5,4,4,3,3,5,5,5,2,3,2,3,3,2,2,5,5,6,2,1,3,-2,1,2,1,2,2,2,125000,3,3,0,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,1997,1975,1997,4,1,1,15000,1,3,1,1935,1,1,2,1937,1,1,2,2,2,4,2,150000,4,3,4,4,5,4,3,3,3,3,3,3,2,3,70,70,70,70,70,70,80,70,70
